Year,State,State_ANSI,AG_District,Ag_District_Code,County,County_ANSI,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,annual_GDD,noppt_01,noppt_02,noppt_03,noppt_04,noppt_05,noppt_06,noppt_07,noppt_08,noppt_09,noppt_10,noppt_11,noppt_12,annual_noppt,total_ppt_01,total_ppt_02,total_ppt_03,total_ppt_04,total_ppt_05,total_ppt_06,total_ppt_07,total_ppt_08,total_ppt_09,total_ppt_10,total_ppt_11,total_ppt_12,annual_ppt,avg_tmin_01,avg_tmin_02,avg_tmin_03,avg_tmin_04,avg_tmin_05,avg_tmin_06,avg_tmin_07,avg_tmin_08,avg_tmin_09,avg_tmin_10,avg_tmin_11,avg_tmin_12,avg_tmean_01,avg_tmean_02,avg_tmean_03,avg_tmean_04,avg_tmean_05,avg_tmean_06,avg_tmean_07,avg_tmean_08,avg_tmean_09,avg_tmean_10,avg_tmean_11,avg_tmean_12,avg_tmax_01,avg_tmax_02,avg_tmax_03,avg_tmax_04,avg_tmax_05,avg_tmax_06,avg_tmax_07,avg_tmax_08,avg_tmax_09,avg_tmax_10,avg_tmax_11,avg_tmax_12,avg_tdmean_01,avg_tdmean_02,avg_tdmean_03,avg_tdmean_04,avg_tdmean_05,avg_tdmean_06,avg_tdmean_07,avg_tdmean_08,avg_tdmean_09,avg_tdmean_10,avg_tdmean_11,avg_tdmean_12,avg_vpdmin_01,avg_vpdmin_02,avg_vpdmin_03,avg_vpdmin_04,avg_vpdmin_05,avg_vpdmin_06,avg_vpdmin_07,avg_vpdmin_08,avg_vpdmin_09,avg_vpdmin_10,avg_vpdmin_11,avg_vpdmin_12,avg_vpdmax_01,avg_vpdmax_02,avg_vpdmax_03,avg_vpdmax_04,avg_vpdmax_05,avg_vpdmax_06,avg_vpdmax_07,avg_vpdmax_08,avg_vpdmax_09,avg_vpdmax_10,avg_vpdmax_11,avg_vpdmax_12,Yield
1996,NEBRASKA,31,EAST,60,SAUNDERS,155,8.7,41.7,36.8,233.9,517.3,919.5,971.7,944.5,628.8,391.7,26.4,0,4721,22,28,27,25,13,20,22,20,20,28,19,26,270,25.65,1.52,27.43,82.8,202.44,140.21,46.48,92.71,56.9,12.7,76.71,10.16,775.71,-13.63,-9.42,-8.07,0.77,9.47,15.63,16.34,16.23,10.35,4.46,-4.69,-10.67,-7.74,-2.37,-0.54,8.47,14.27,22.03,22.42,21.93,16.64,11.79,-0.36,-5.76,-1.86,4.67,6.98,16.19,19.06,28.43,28.48,27.61,22.94,19.13,3.96,-0.85,-11.1,-8.69,-8.42,-0.47,9.51,15.32,17.02,18.3,11.86,5.03,-4.36,-9.18,0.32,0.7,0.84,1.47,1.27,2.18,1.14,0.61,0.64,1.14,0.51,0.25,2.78,6.32,7.28,14.35,10.81,21.86,19.85,15.43,14.39,14.16,3.73,2.35,9.04
1995,NEBRASKA,31,EAST,60,SAUNDERS,155,0,43.1,162.5,195.5,434.4,879.2,1117.1,1145.8,650.2,366.9,22.7,17.5,5034.9,25,25,25,18,16,19,26,18,22,23,24,25,266,29.97,11.94,46.23,92.96,152.15,45.21,19.05,46.74,78.23,35.31,18.03,19.81,595.63,-11.14,-6.93,-2.58,1.54,7.08,15.41,17.61,19.36,10.13,4.32,-5.4,-6.82,-6.03,-0.24,3.12,7.84,12.78,21.28,25.02,25.53,17.02,11.47,0.67,-2.18,-0.92,6.46,8.8,14.14,18.51,27.16,32.44,31.7,23.92,18.63,6.73,2.45,-8.02,-5.89,-1.29,1.74,8.32,15.11,17.59,19.98,11.34,4.02,-4.3,-6.28,0.2,0.45,0.58,0.85,0.56,1.76,1.79,1.87,0.91,1.25,0.54,0.4,1.99,7.07,6.59,10.16,10.85,19.88,30.63,23.87,16.56,14.35,5.66,3.78,8.4
1994,NEBRASKA,31,EAST,60,SAUNDERS,155,3.4,17.7,122.7,305.5,690.6,955.7,956.8,932.5,729.4,430,81.2,7.9,5233.4,28,24,31,24,24,19,21,21,26,23,22,27,290,13.46,16,0,38.61,42.42,236.22,132.33,98.04,74.42,55.37,71.37,27.43,805.67,-12.66,-12.57,-3.17,2.01,10.11,17.03,15.79,15.01,11.36,5.61,-0.98,-7.29,-7.13,-6.65,4.74,9.91,17.28,22.7,22.14,21.71,18.51,12.63,4.71,-2.19,-1.62,-0.73,12.63,17.8,24.45,28.37,28.5,28.41,25.66,19.64,10.4,2.89,-11.08,-10.46,-2.88,0.96,8.76,16.3,17.08,17.21,12.12,6.49,-0.44,-4.29,0.31,0.42,0.82,1.51,2.11,2.14,1.1,0.72,1.3,0.84,0.66,0.23,2.79,3.4,10.69,15.78,21.18,20.37,18.45,18.07,19.73,13.02,6.93,2.77,9.78
1993,NEBRASKA,31,EAST,60,SAUNDERS,155,0,0,48.4,210.6,571.8,823.6,1015,1030.4,536.4,331.5,24.5,15.7,4607.9,25,21,23,18,15,15,13,14,20,26,25,28,243,32,17.78,44.96,80.26,89.66,201.42,259.33,150.88,86.11,38.86,26.16,13.46,1040.88,-13.72,-11.06,-3.74,1.97,8.98,14.13,18.32,18.08,8.35,3.64,-5.34,-6.45,-8.52,-6.72,1.16,8.04,15.25,20.25,23.19,23.47,14.93,10.18,0.78,-1.33,-3.32,-2.37,6.08,14.11,21.52,26.36,28.04,28.84,21.52,16.74,6.91,3.78,-10.21,-8.64,-2.36,2.06,9.66,14.27,19.38,18.83,10.03,4.07,-4.29,-5.36,0.2,0.17,0.36,0.8,0.92,1.29,0.71,0.99,0.64,0.99,0.57,0.4,1.55,1.58,4.38,9.93,13.93,18.62,15.14,17.76,13.52,11.43,6.1,3.86,8.89
1992,NEBRASKA,31,EAST,60,SAUNDERS,155,6.3,31.8,150.9,261,627.7,800.5,903.6,833.2,660.8,364.8,19.3,0.2,4660.1,26,23,21,26,22,22,14,22,23,28,22,24,273,33.78,28.19,77.98,29.72,54.86,58.42,182.88,52.58,41.66,59.18,56.64,47.75,723.64,-5.18,-3.55,-0.78,2.1,8.68,13.39,15.45,13.82,9.94,3.74,-2.39,-7.84,-0.04,2.07,5.84,8.96,16.25,19.82,21.19,19.93,17.24,11.27,0.98,-3.01,5.11,7.7,12.47,15.81,23.81,26.25,26.93,26.03,24.53,18.79,4.36,1.81,-3.79,-2.2,-0.37,2.22,7.28,12.83,17.18,15.37,11.76,4.42,-1.88,-6.49,0.35,0.39,0.62,0.95,1.79,1.39,0.74,0.74,0.84,0.88,0.43,0.38,4.01,5.7,9.09,11.61,19.5,20.24,15.27,16.02,16.27,14.76,3.06,3.12,9.51
1991,NEBRASKA,31,EAST,60,SAUNDERS,155,0,15.6,139.4,367.3,742.6,1010.8,1083.5,1014.9,736.4,367.7,19.4,2.3,5499.9,27,27,19,18,18,21,26,25,25,25,20,26,277,26.16,4.57,99.06,83.31,111,203.45,77.22,47.24,42.42,32.77,80.52,58.42,866.14,-15.46,-5.72,-2.13,5.41,12.47,18.02,17.69,16.23,10.69,2.6,-6.23,-5.13,-9.6,0.86,5.14,11.78,18.31,23.72,24.42,23.19,18.63,10.77,-1.55,-0.44,-3.74,7.44,12.41,18.17,24.16,29.43,31.14,30.15,26.58,18.95,3.12,4.23,-11.56,-4.67,-1.18,4.86,12.81,17.33,16.93,16.62,10.4,2.07,-4.03,-4.24,0.22,0.45,0.7,1.01,1.06,2.24,2.48,1.33,1.55,1.6,0.31,0.38,1.85,5.94,9.98,13.52,16.23,22.18,26.9,25.34,22.84,16.33,3.03,3.8,8.57
1990,NEBRASKA,31,EAST,60,SAUNDERS,155,9.3,17.6,104.4,278.7,512.6,961.1,1051.5,1026.9,833.1,357.2,149.7,12.4,5314.5,29,25,20,27,17,20,21,24,25,24,26,25,283,11.43,7.87,67.82,5.08,126.24,82.04,159,26.16,29.97,44.7,23.88,25.4,609.59,-6.49,-7.69,-1.37,1.91,8.08,16.47,17.86,17.16,12.32,3.11,-1.36,-11.66,0.02,-1.16,4.69,9.32,14.19,22.8,23.84,23.41,20.43,11.34,5.7,-5.96,6.54,5.38,10.75,16.73,20.29,29.13,29.83,29.64,28.55,19.59,12.76,-0.27,-5.58,-7.19,-1.03,2.22,7.79,15.69,17.11,17.93,12.21,3.03,-0.03,-9.64,0.52,0.63,0.65,1.17,1.05,2.1,2.37,1.23,1.43,1.18,0.75,0.35,5.92,6.34,7.49,12.65,13.36,23.63,23.98,21.19,27.32,16.08,9.22,3.77,8.6
1989,NEBRASKA,31,EAST,60,SAUNDERS,155,5.3,0,138.8,390.5,606.8,826.4,1119.1,998.1,637.8,398.3,47.3,18.1,5186.5,25,21,28,24,25,20,24,24,22,25,29,24,291,25.65,18.54,4.57,18.8,43.18,111.25,80.26,93.47,150.11,19.56,2.29,13.21,580.89,-6.44,-15.12,-4.19,3.29,8.07,13.94,19.21,16.14,9.76,3.42,-5.15,-14.21,-0.29,-9.21,2.32,11.76,15.87,20.31,25.06,22.89,16.81,11.82,2.39,-7.94,5.85,-3.28,8.83,20.23,23.68,26.68,30.91,29.64,23.87,20.22,9.92,-1.66,-6.17,-12.5,-3.61,1.7,6.56,12.42,18.44,17.08,10.88,3.86,-4.73,-12.31,0.55,0.3,0.68,1.49,1.84,2.07,2.17,1.05,0.92,0.94,0.89,0.41,5.64,2.71,8.26,19.65,20.58,22.03,24.79,22.65,16.25,17.17,8.04,3.65,8.13
1988,NEBRASKA,31,EAST,60,SAUNDERS,155,2.7,11.7,122.5,245.6,805,1076.5,1060.8,1107,740.6,280.7,83,13.2,5549.3,29,27,28,20,20,22,23,25,24,30,23,26,297,11.94,3.05,1.02,48.77,70.87,38.86,108.97,26.67,169.42,1.78,32.77,19.3,533.42,-12.97,-11.56,-3.57,1.36,12.31,17.22,17.78,17,11.12,1.89,-1.57,-7.07,-7.04,-4.9,4.47,9.46,19.43,24.93,24.01,24.84,18.72,9.62,4.48,-0.89,-1.1,1.77,12.51,17.54,26.54,32.66,30.25,32.68,26.33,17.35,10.53,5.29,-11.08,-10.46,-5,-0.19,9.63,13.77,18.01,16.84,11.61,1.74,-1.29,-6.61,0.27,0.44,1.08,1,2.92,4.6,1.27,1.55,1.07,0.87,0.68,0.53,2.74,4.72,11.71,14.62,22.44,34.93,22.87,31.39,20.99,13.13,7.23,5.41,7.68
1987,NEBRASKA,31,EAST,60,SAUNDERS,155,12.9,35.1,117.8,403.4,767.2,1018.1,1166.1,944.1,703.4,229.7,156.6,1.3,5555.7,30,25,18,25,17,24,23,19,24,25,24,25,279,0.25,7.11,153.92,38.61,101.35,62.23,58.42,237.24,49.28,25.15,31.75,28.7,794.01,-8.22,-3.83,-1.23,4.31,12.09,16.83,19.37,16.05,11.07,0.74,0.51,-4.73,-2.09,2.73,4.91,11.98,18.75,23.86,25.9,21.92,18.03,8.53,6.27,-0.32,4.05,9.28,11.04,19.67,25.41,30.87,32.43,27.78,24.99,16.33,12.03,4.09,-7.4,-3.93,-0.37,2.7,11.11,15.42,18.84,16.99,11.99,0.24,0.88,-4.26,0.49,0.51,0.42,1.63,1.77,2.55,2.57,0.85,0.83,1.13,0.56,0.46,5.05,7.22,7.57,17.91,20.39,27.79,28.34,19.12,17.56,13.23,7.55,3.71,9.21
1986,NEBRASKA,31,EAST,60,SAUNDERS,155,16,9.8,174.9,358.4,660.1,1010.8,1138,870.9,777.9,379.9,41.9,0,5438.6,31,22,26,17,20,20,27,21,17,24,28,27,280,0,33.53,91.19,177.55,111,111.25,104.14,204.47,301.75,136.14,18.54,19.05,1308.61,-7.97,-9.13,-0.74,4.12,10.76,17.17,19.47,15.02,13.82,5.87,-4.53,-5.75,-0.84,-4.12,6.19,11.26,16.83,23.72,25.39,20.61,19.41,11.68,1.39,-1.26,6.29,0.88,13.11,18.41,22.91,30.26,31.32,26.2,24.99,17.48,7.31,3.23,-7.97,-8.02,-1.04,4.29,9.41,16.16,19.2,16.07,14.55,7.11,-3.76,-4.42,0.7,0.48,1.24,1.82,2.44,2.58,2.9,1.27,1.3,0.77,0.75,0.31,7.72,3.32,12.3,13.71,16.97,25.15,24.41,16.29,16.33,9.43,6.83,3,9.02
1985,NEBRASKA,31,EAST,60,SAUNDERS,155,0,1.7,115.9,417.3,730.2,825.4,1077.7,886.5,679.4,357.4,32.9,0,5124.4,28,26,25,17,21,18,24,22,21,22,21,30,275,11.68,23.62,41.15,116.59,171.96,73.66,148.59,80.52,94.23,71.88,17.78,2.29,853.95,-13.25,-11.11,-0.95,5.69,11.78,13.36,17.59,15.02,12.47,5.31,-5.85,-13.83,-7.74,-5.44,6.01,12.32,18.08,20.28,24.31,20.89,17.52,11.31,-1.16,-7.95,-2.23,0.22,12.97,18.97,24.39,27.21,31.03,26.75,22.55,17.31,3.53,-2.06,-11.73,-9.78,-0.97,5.2,10.36,11.88,16.46,16.55,12.76,4.88,-5.82,-12.17,0.46,0.45,0.85,1.48,2.26,2.56,2.59,1.05,1.55,1.23,0.65,0.45,3.05,2.93,10.16,16.3,19.47,22.24,25.93,15.9,15.78,12.11,4.62,2.5,9.14
1984,NEBRASKA,31,EAST,60,SAUNDERS,155,0,14.9,2.3,196.5,533.1,953.3,1082.6,1105,645.2,367.1,80.1,12.7,4992.8,30,27,24,21,19,17,27,24,27,20,26,27,289,7.11,18.54,76.96,195.58,104.39,219.2,31.5,38.61,39.62,152.65,19.05,81.53,984.74,-10.77,-4.35,-5.19,3.47,8.87,16.58,17.63,17.42,9.5,5.61,-2.33,-8.43,-5.9,1.07,-0.59,8.38,14.56,22.66,24.4,24.81,16.88,11.55,4.27,-2.29,-1.03,6.51,4.02,13.28,20.24,28.73,31.18,32.19,24.26,17.49,10.89,3.84,-9.69,-3.21,-3.95,2.41,8.1,15.95,15.84,16.25,9.54,5.83,-1.82,-6.17,0.42,0.52,0.42,1.15,1.76,2.32,3.56,2.99,1.45,1.04,0.79,0.44,2.35,4.73,3.3,8.63,13.08,20.25,27.9,29.85,20.15,10.6,7.67,3.95,9.14
1983,NEBRASKA,31,EAST,60,SAUNDERS,155,0,16.4,83.9,146.4,492.1,868.3,1191.3,1248.1,785.1,383.9,111.7,0,5327.2,24,23,23,23,23,11,27,24,24,22,17,21,262,25.91,35.56,137.16,49.78,99.06,180.09,13.46,79.25,81.28,64.52,154.43,14.99,935.49,-7.21,-5.3,-1.77,1.46,7.19,15.38,19.57,20.63,11.55,6.06,-0.06,-17.91,-3.17,-0.94,2.98,6.63,13.82,21.08,26.35,27.37,19.54,11.87,4.16,-13.37,0.87,3.42,7.74,11.79,20.45,26.79,33.13,34.11,27.54,17.68,8.37,-8.83,-6.32,-3.98,-1.31,0.41,6.43,14.54,17.97,18.97,10.77,6.27,0.97,-17.01,0.42,0.44,0.58,1.11,1.66,1.96,4.05,3.97,2.55,1.27,0.59,0.3,2.29,3,5.39,8.15,15.01,18.69,30.89,32.46,25.37,11.06,4.13,1.2,8.42
1982,NEBRASKA,31,EAST,60,SAUNDERS,155,0,22.4,41.9,264.7,661.9,761.9,1116.4,972.2,689.5,401.3,65.4,18.4,5016,25,25,22,20,9,23,22,20,21,22,22,27,258,23.37,4.83,59.44,54.36,274.07,82.04,93.22,224.54,93.22,56.64,35.81,23.88,1025.42,-17.64,-10.62,-3.91,1.61,11.55,13.11,19.01,17.15,12.05,5.44,-2.99,-6.48,-11.47,-5.19,1.98,8.66,16.86,19.11,25.01,22.42,17.77,12.09,2.39,-1.02,-5.29,0.24,7.87,15.72,22.17,25.1,31.02,27.7,23.48,18.74,7.77,4.44,-15.82,-10.77,-3.62,-0.34,11.78,12.16,18.87,17.66,12.83,5.17,-2.51,-5.02,0.37,0.43,0.76,1.69,1.35,2.04,2.12,1.7,1.36,1.45,0.7,0.55,1.71,3.53,6.01,13.37,12.25,17.91,23.01,17.32,13.85,12.58,5.3,4.06,8.97
1981,NEBRASKA,31,EAST,60,SAUNDERS,155,11.5,67.3,115.2,516,550.3,976.9,1102.7,942.8,718.1,328.6,136.2,1.9,5467.5,30,24,26,24,25,25,20,21,26,25,23,25,294,2.29,3.05,56.9,52.07,133.6,57.15,111.25,236.98,54.86,59.18,123.19,28.96,919.48,-9.78,-8.23,-2.81,7.34,8.18,15.79,19.11,15.95,11.03,3.98,-0.5,-8.42,-2.53,-1.27,5.02,14.56,14.86,23.09,24.76,21.89,18.3,10.47,5.61,-3.64,4.72,5.69,12.83,21.77,21.54,30.39,30.43,27.82,25.54,16.95,11.7,1.12,-9.86,-7.86,-3.71,4.95,6.63,13.69,18.96,17.48,11.74,4.87,0.46,-7.22,0.66,0.79,0.98,2.41,1.92,3.12,1.92,0.78,1.35,0.9,0.67,0.48,5.89,6.98,10.58,17.32,16.17,28.08,23.19,16.54,18.45,10.21,7.48,2.81,8.69
2018,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,1.8,4.8,56.3,130.9,559.1,839.1,981.7,863.4,694.2,208.9,19.5,1.1,4360.8,27,18,26,19,11,18,18,21,25,21,19,26,249,10.16,14.22,29.21,47.24,241.05,61.72,105.66,11.94,3.05,27.43,24.64,7.11,583.43,-9.78,-11.77,-4.82,-2.65,7.76,12.14,14.89,11.72,8.58,-0.59,-5.91,-8.26,-3.48,-4.11,3.88,5.47,15.02,20.54,22.59,20.47,17.84,7.52,1.41,-1.39,2.81,3.56,12.58,13.58,22.27,28.93,30.29,29.22,27.12,15.63,8.73,5.46,-8.17,-9.73,-4.69,-1.82,8.95,11.59,14.86,11.76,8.62,1.34,-4.86,-7.49,0.49,0.4,0.48,0.45,0.45,0.96,1.1,0.78,0.51,0.3,0.43,0.44,4.68,5.4,11.21,11.81,17.27,29.28,28.37,29.26,27.84,12.7,7.65,5.99,12.72
2017,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,0,70.3,140.9,213.6,407.4,805.1,1088.1,872.9,631.4,249.1,93.7,8.8,4581.3,25,23,23,17,15,24,24,21,23,24,26,25,270,22.86,21.59,41.66,54.36,118.87,48.01,24.64,42.93,31.24,26.42,12.7,19.05,464.33,-10.57,-6.69,-2.07,1.02,4.79,11.42,15.74,12.26,8.24,-0.22,-3.39,-10.47,-4.29,1.37,6.27,8.46,12.18,19.91,24.5,20.64,16.69,8.63,5.07,-2.79,2.01,9.46,14.61,15.9,19.57,28.4,33.26,29.02,25.14,17.47,13.54,4.89,-9.75,-6.84,-3.18,-0.05,4.54,8.16,12.1,11.31,6.34,-1.46,-3.8,-10.83,0.54,0.84,0.94,0.91,0.94,2.63,2.92,1.33,1.89,0.99,0.72,0.74,4.3,9.81,13.02,13.97,16.19,29.33,40.18,29.32,26.15,16.07,12.06,7.21,11.61
2016,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,2.2,46.1,117.7,201.5,385.3,921.5,1025,888.9,652.7,400,150.1,0,4791,27,24,21,19,19,25,21,22,24,25,26,23,276,4.06,16,65.79,90.42,61.21,71.12,45.97,57.4,28.96,9.14,5.08,13.72,468.87,-8.74,-4.66,-3.58,0.82,4.33,13.01,14.8,12.59,8.49,2.29,-2.64,-12.55,-2.74,2.29,5.12,8.11,11.72,22.07,23.37,20.93,17.09,12.08,6.16,-5.2,3.26,9.24,13.82,15.4,19.11,31.13,31.94,29.27,25.67,21.87,14.96,2.16,-8.02,-6.37,-5.21,0.17,4.32,9.61,11.61,10.96,7.17,0.63,-3.97,-12.03,0.53,0.86,0.84,0.86,0.85,2.61,2.32,1.45,1.2,1.24,1.05,0.53,4.11,9,13.23,13.44,15.4,36.04,36.81,30.02,24.66,21.11,13.67,4.97,12.47
2015,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,22.2,40.5,166.2,208.2,348.9,836.6,932.7,919.1,745.1,364.9,69.9,20.3,4674.6,27,22,28,21,12,19,20,27,26,23,19,24,268,5.59,14.22,6.1,94.23,206.5,82.3,70.36,23.37,23.88,49.02,23.88,18.54,617.99,-9.69,-7.47,-3.44,0.33,5.24,13.23,13.68,12.83,9.51,3.69,-5.45,-9.43,-2.56,-0.23,5.84,8.56,10.91,20.49,21.72,21.47,18.8,11.52,2.28,-3.01,4.58,7.01,15.13,16.78,16.58,27.74,29.75,30.12,28.08,19.36,10.01,3.42,-8.23,-6.51,-5.41,-0.62,6.04,13.23,12.31,11.29,7.44,3.72,-5.41,-9.25,0.58,0.59,1.13,0.76,0.54,1.05,1.63,1.66,1.64,0.77,0.68,0.67,5.2,7.68,15.22,14.4,10.25,23.37,30.47,32.36,30.13,15.8,9.86,5.39,11.86
2014,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,9.4,5.6,73.7,209.1,452.4,716.5,963.3,924.7,635.6,347.5,55.3,1.8,4394.9,25,16,19,25,15,16,19,21,21,25,20,21,243,10.41,28.45,19.81,20.57,110.74,53.34,59.69,25.91,107.19,20.32,23.62,40.13,520.18,-8.43,-13.47,-5.24,-0.23,5.61,10.04,13.88,12.79,7.83,1.84,-7.94,-10.08,-1.34,-6.85,2.39,7.88,12.91,18.27,22.26,21.57,16.71,11.21,0.05,-2.84,5.74,-0.23,10.04,15.98,20.21,26.49,30.64,30.34,25.58,20.59,8.05,4.39,-9.39,-11.03,-5.42,-2.15,5.69,9.91,12.42,12.03,7.77,2.19,-7.29,-8.11,0.87,0.35,0.61,1.19,0.73,0.93,1.52,1.13,0.94,0.73,0.62,0.38,6.74,3.87,9.99,15.03,16.22,23.96,32.43,32.32,25.38,18.02,8.55,5.41,11.49
2013,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,3.2,0.9,64,148.9,508.7,813.5,992.9,1001.2,739,178.1,43.1,14.1,4507.6,28,22,29,20,19,22,19,21,17,22,23,28,270,3.81,6.86,2.54,59.94,58.93,35.56,38.61,24.89,88.9,51.31,11.68,12.19,395.22,-10.99,-9.25,-5.87,-3.07,6.06,11.22,15.07,14.17,10.76,0.47,-5.64,-11.38,-2.79,-1.91,2.64,4.41,13.81,20.07,22.79,22.94,18.68,7.46,2.24,-3.94,5.41,5.43,11.16,11.88,21.55,28.92,30.52,31.72,26.61,14.43,10.13,3.49,-10.18,-8.61,-6.42,-4.04,4.26,8.84,12.67,12.64,9.63,0.96,-5.16,-10.6,0.59,0.49,0.72,0.85,1.27,1.8,2.13,1.78,1.49,0.48,0.6,0.72,6.94,6.38,10.64,12.03,20.3,30.71,31.02,35.17,26.35,11.39,9.3,5.81,9.02
2012,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,7.9,0,253.8,331.5,551.6,962.3,1148.7,985.9,683.1,245.4,113.3,30.5,5314,25,19,31,22,25,22,19,30,24,25,28,28,298,4.57,16.76,0,24.89,9.65,44.2,28.19,5.08,19.3,21.34,4.57,3.05,181.6,-9.64,-8.67,-1.31,2.57,5.83,13.52,16.54,13.02,7.82,0.26,-3.88,-9.63,-0.96,-2.02,8.53,11.14,14.88,22.82,25.58,22.67,17.65,8.33,5.03,-1.83,7.73,4.64,18.36,19.71,23.94,32.13,34.63,32.33,27.48,16.39,13.92,5.97,-10.04,-8.28,-6.49,-0.78,1.81,6.8,11.39,7.73,2.73,-1.04,-4.38,-10.17,0.76,0.47,1.72,1.6,2.04,3.51,3.93,3.62,2.97,1.11,0.87,0.83,8.17,5.56,19.41,19.12,25.42,41.66,45,40.71,31.5,15.28,12.61,7.54,10.74
2011,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,6,13.4,73.9,143.8,312.8,729.9,1077.6,1042.7,624.3,306,33.9,0,4364.3,24,20,20,15,15,18,20,26,26,24,26,26,260,7.37,10.16,24.38,67.06,155.7,121.92,44.96,11.43,7.37,41.15,7.37,7.11,505.98,-9.58,-11.99,-3.58,0.31,4.11,10.31,16.21,14.87,6.94,1.33,-5.58,-11.07,-3.12,-4.77,3.88,7.21,10.47,18.52,24.31,23.69,16.56,10.01,2.72,-3.28,3.33,2.43,11.34,14.1,16.85,26.72,32.42,32.49,26.18,18.68,11.02,4.52,-8.42,-11.78,-4.38,-0.48,3.15,8.57,14.32,12.29,4.99,-0.36,-7.07,-9.16,0.51,0.61,0.7,0.58,0.83,1.55,1.83,2.14,1.83,1.18,0.84,0.46,4.65,5.89,10.26,11.19,12.41,25.89,35.42,37.94,27.63,18.22,10.36,5.47,11.61
2010,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,0,0,58.5,204.3,373.6,767.6,990.8,999.8,641.7,363.5,72.3,1.2,4473.3,30,19,22,19,18,17,22,25,27,22,22,24,267,0.51,25.4,14.73,70.36,83.82,128.52,43.43,39.37,2.03,22.61,14.48,20.07,465.33,-9.26,-10.39,-2.96,1.28,4.54,11.79,14.73,14.03,6.41,2.71,-5.49,-7.67,-2.39,-3.8,3.77,8.57,11.46,19.22,22.76,22.92,16.88,11.4,1.58,-0.89,4.47,2.8,10.5,15.85,18.36,26.66,30.79,31.8,27.36,20.09,8.66,5.87,-8.37,-8.62,-3.49,-0.19,3.41,10.37,12.59,11.06,3.99,1.66,-5.31,-6.73,0.47,0.35,0.62,0.94,1.09,1.72,2.2,2.5,1.63,1.09,0.64,0.46,5.17,4.25,9.25,12.99,14.19,24.24,32.92,36.49,30.65,17.88,8.53,5.71,11.12
2009,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,27.1,17.8,108,147.3,484.7,690.7,904.5,849.9,614,96.4,78.4,0,4018.8,22,24,26,19,20,7,16,22,25,16,27,23,247,23.11,3.81,11.18,73.91,45.47,139.7,81.53,20.07,20.32,82.3,4.83,16,522.23,-9.21,-6.43,-5.76,-0.66,6.22,10.63,13.22,11.19,7.66,-2.14,-3.69,-13.69,-1.75,0.93,3.2,6.19,13.67,17.79,21.21,20.23,16.37,4.19,4.52,-7.26,5.7,8.3,12.16,13.04,21.12,24.95,29.19,29.28,25.07,10.54,12.73,-0.83,-10.47,-7.03,-8.02,-0.8,3.92,10.51,12.32,10.36,7.18,-1.76,-4.03,-12.16,0.94,0.61,0.94,0.64,1.44,1.12,1.61,1.39,0.91,0.59,0.79,0.43,7.65,8.08,12.72,11.05,19.25,20.83,28.07,30.63,24.13,8.86,10.88,3.44,11.24
2008,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,0,2.1,43.3,139.9,423.2,712.8,1045.9,908.3,554.9,250.3,92.1,4.7,4177.5,30,22,19,23,13,16,22,22,21,25,25,28,266,0.25,8.89,28.19,18.03,57.66,43.94,32.26,92.71,48.01,23.37,8.64,2.29,364.24,-12.5,-9.01,-4.49,-2.1,4.53,9.92,14.43,13.56,6.46,-0.14,-3.03,-12.63,-6.03,-2.03,2.99,6.4,12.22,18.2,23.74,21.28,15.28,8.84,4.73,-4.82,0.45,4.94,10.49,14.91,19.88,26.48,33.07,29,24.09,17.82,12.49,2.99,-10.93,-7.36,-6.22,-4.49,3.26,6.96,10.77,12.53,6.49,-0.71,-4.29,-11.71,0.48,0.37,0.67,0.88,0.94,1.69,2.25,1.04,0.74,0.83,0.94,0.53,3.3,5.26,9.89,15.01,17.71,26.45,39.83,27.34,22.3,16.08,11.23,5.66,11.98
